Mod:Item:MetaData, Localized Name
appliedenergistics2:facade:0, Cable Facade - Block of Sunny Quartz
appliedenergistics2:facade:0, Cable Facade - Chiseled Sunny Quartz Block
appliedenergistics2:facade:0, Cable Facade - Pillar Sunny Quartz Block
appliedenergistics2:facade:0, Cable Facade - Metamorphic Forest Stone
appliedenergistics2:facade:0, Cable Facade - Metamorphic Plains Stone
appliedenergistics2:facade:0, Cable Facade - Metamorphic Mountain Stone
appliedenergistics2:facade:0, Cable Facade - Metamorphic Fungal Stone
appliedenergistics2:facade:0, Cable Facade - Metamorphic Swamp Stone
appliedenergistics2:facade:0, Cable Facade - Metamorphic Desert Stone
appliedenergistics2:facade:0, Cable Facade - Metamorphic Taiga Stone
appliedenergistics2:facade:0, Cable Facade - Metamorphic Mesa Stone
appliedenergistics2:facade:0, Cable Facade - Metamorphic Forest Cobblestone
appliedenergistics2:facade:0, Cable Facade - Metamorphic Plains Cobblestone
appliedenergistics2:facade:0, Cable Facade - Metamorphic Mountain Cobblestone
appliedenergistics2:facade:0, Cable Facade - Metamorphic Fungal Cobblestone
appliedenergistics2:facade:0, Cable Facade - Metamorphic Swamp Cobblestone
appliedenergistics2:facade:0, Cable Facade - Metamorphic Desert Cobblestone
appliedenergistics2:facade:0, Cable Facade - Metamorphic Taiga Cobblestone
appliedenergistics2:facade:0, Cable Facade - Metamorphic Mesa Cobblestone
appliedenergistics2:facade:0, Cable Facade - Metamorphic Forest Stone Bricks
appliedenergistics2:facade:0, Cable Facade - Metamorphic Plains Stone Bricks
appliedenergistics2:facade:0, Cable Facade - Metamorphic Mountain Stone Bricks
appliedenergistics2:facade:0, Cable Facade - Metamorphic Fungal Stone Bricks
appliedenergistics2:facade:0, Cable Facade - Metamorphic Swamp Stone Bricks
appliedenergistics2:facade:0, Cable Facade - Metamorphic Desert Stone Bricks
appliedenergistics2:facade:0, Cable Facade - Metamorphic Taiga Stone Bricks
appliedenergistics2:facade:0, Cable Facade - Metamorphic Mesa Stone Bricks
appliedenergistics2:facade:0, Cable Facade - Chiseled Metamorphic Forest Stone Brick
appliedenergistics2:facade:0, Cable Facade - Chiseled Metamorphic Plains Stone Brick
appliedenergistics2:facade:0, Cable Facade - Chiseled Metamorphic Mountain Stone Brick
appliedenergistics2:facade:0, Cable Facade - Chiseled Metamorphic Fungal Stone Brick
appliedenergistics2:facade:0, Cable Facade - Chiseled Metamorphic Swamp Stone Brick
appliedenergistics2:facade:0, Cable Facade - Chiseled Metamorphic Desert Stone Brick
appliedenergistics2:facade:0, Cable Facade - Chiseled Metamorphic Taiga Stone Brick
appliedenergistics2:facade:0, Cable Facade - Chiseled Metamorphic Mesa Stone Brick
appliedenergistics2:facade:0, Cable Facade - White Portuguese Pavement
appliedenergistics2:facade:0, Cable Facade - Black Portuguese Pavement
appliedenergistics2:facade:0, Cable Facade - Blue Portuguese Pavement
appliedenergistics2:facade:0, Cable Facade - Red Portuguese Pavement
appliedenergistics2:facade:0, Cable Facade - Yellow Portuguese Pavement
appliedenergistics2:facade:0, Cable Facade - Green Portuguese Pavement
appliedenergistics2:facade:0, Cable Facade - Livingrock
appliedenergistics2:facade:0, Cable Facade - Livingrock Brick
appliedenergistics2:facade:0, Cable Facade - Mossy Livingrock Brick
appliedenergistics2:facade:0, Cable Facade - Cracked Livingrock Brick
appliedenergistics2:facade:0, Cable Facade - Chiseled Livingrock Brick
appliedenergistics2:facade:0, Cable Facade - Livingwood
appliedenergistics2:facade:0, Cable Facade - Livingwood Planks
appliedenergistics2:facade:0, Cable Facade - Mossy Livingwood Planks
appliedenergistics2:facade:0, Cable Facade - Framed Livingwood
appliedenergistics2:facade:0, Cable Facade - Pattern Framed Livingwood
appliedenergistics2:facade:0, Cable Facade - Glimmering Livingwood
appliedenergistics2:facade:0, Cable Facade - Force Relay
appliedenergistics2:facade:0, Cable Facade - Alchemy Catalyst
appliedenergistics2:facade:0, Cable Facade - Block of Manasteel
appliedenergistics2:facade:0, Cable Facade - Block of Terrasteel
appliedenergistics2:facade:0, Cable Facade - Block of Elementium
appliedenergistics2:facade:0, Cable Facade - Block of Mana Diamond
appliedenergistics2:facade:0, Cable Facade - Block of Dragonstone
appliedenergistics2:facade:0, Cable Facade - Dreamwood
appliedenergistics2:facade:0, Cable Facade - Dreamwood Planks
appliedenergistics2:facade:0, Cable Facade - Mossy Dreamwood Planks
appliedenergistics2:facade:0, Cable Facade - Framed Dreamwood
appliedenergistics2:facade:0, Cable Facade - Pattern Framed Dreamwood
appliedenergistics2:facade:0, Cable Facade - Glimmering Dreamwood
appliedenergistics2:facade:0, Cable Facade - Conjuration Catalyst
appliedenergistics2:facade:0, Cable Facade - Azulejo
appliedenergistics2:facade:0, Cable Facade - Azulejo
appliedenergistics2:facade:0, Cable Facade - Azulejo
appliedenergistics2:facade:0, Cable Facade - Azulejo
appliedenergistics2:facade:0, Cable Facade - Azulejo
appliedenergistics2:facade:0, Cable Facade - Azulejo
appliedenergistics2:facade:0, Cable Facade - Azulejo
appliedenergistics2:facade:0, Cable Facade - Azulejo
appliedenergistics2:facade:0, Cable Facade - Azulejo
appliedenergistics2:facade:0, Cable Facade - Azulejo
appliedenergistics2:facade:0, Cable Facade - Azulejo
appliedenergistics2:facade:0, Cable Facade - Azulejo
appliedenergistics2:facade:0, Cable Facade - Azulejo
appliedenergistics2:facade:0, Cable Facade - Azulejo
appliedenergistics2:facade:0, Cable Facade - Azulejo
appliedenergistics2:facade:0, Cable Facade - Azulejo
appliedenergistics2:facade:0, Cable Facade - Enchanted Soil
appliedenergistics2:facade:0, Cable Facade - White Petal Block
appliedenergistics2:facade:0, Cable Facade - Orange Petal Block
appliedenergistics2:facade:0, Cable Facade - Magenta Petal Block
appliedenergistics2:facade:0, Cable Facade - Light Blue Petal Block
appliedenergistics2:facade:0, Cable Facade - Yellow Petal Block
appliedenergistics2:facade:0, Cable Facade - Lime Petal Block
appliedenergistics2:facade:0, Cable Facade - Pink Petal Block
appliedenergistics2:facade:0, Cable Facade - Gray Petal Block
appliedenergistics2:facade:0, Cable Facade - Light Gray Petal Block
appliedenergistics2:facade:0, Cable Facade - Cyan Petal Block
appliedenergistics2:facade:0, Cable Facade - Purple Petal Block
appliedenergistics2:facade:0, Cable Facade - Blue Petal Block
appliedenergistics2:facade:0, Cable Facade - Brown Petal Block
appliedenergistics2:facade:0, Cable Facade - Green Petal Block
appliedenergistics2:facade:0, Cable Facade - Red Petal Block
appliedenergistics2:facade:0, Cable Facade - Black Petal Block
appliedenergistics2:facade:0, Cable Facade - Blaze Mesh
appliedenergistics2:facade:0, Cable Facade - Living Root
appliedenergistics2:facade:0, Cable Facade - Fel Pumpkin
appliedenergistics2:facade:0, Cable Facade - Manastorm Charge
appliedenergistics2:facade:0, Cable Facade - Shimmerrock
appliedenergistics2:facade:0, Cable Facade - Shimmerwood Planks
appliedenergistics2:facade:0, Cable Facade - Dry Grass
appliedenergistics2:facade:0, Cable Facade - Golden Grass
appliedenergistics2:facade:0, Cable Facade - Vivid Grass
appliedenergistics2:facade:0, Cable Facade - Scorched Grass
appliedenergistics2:facade:0, Cable Facade - Infused Grass
appliedenergistics2:facade:0, Cable Facade - Mutated Grass
appliedenergistics2:facade:0, Cable Facade - Crystal Ore
appliedenergistics2:facade:0, Cable Facade - Block of Crystal
appliedenergistics2:facade:0, Cable Facade - Block of Fiery Crystal
appliedenergistics2:facade:0, Cable Facade - Block of Icy Crystal
appliedenergistics2:facade:0, Cable Facade - Block of Stormy Crystal
appliedenergistics2:facade:0, Cable Facade - Block of Dark Crystal
appliedenergistics2:facade:0, Cable Facade - Block of Verdant Crystal
appliedenergistics2:facade:0, Cable Facade - Block of Mystical Crystal
appliedenergistics2:facade:0, Cable Facade - Block of Radiant Crystal
appliedenergistics2:facade:0, Cable Facade - Runestone
appliedenergistics2:facade:0, Cable Facade - Runestone
appliedenergistics2:facade:0, Cable Facade - Runestone
appliedenergistics2:facade:0, Cable Facade - Runestone
appliedenergistics2:facade:0, Cable Facade - Runestone
appliedenergistics2:facade:0, Cable Facade - Runestone
appliedenergistics2:facade:0, Cable Facade - Runestone
appliedenergistics2:facade:0, Cable Facade - Runestone Pedestal
appliedenergistics2:facade:0, Cable Facade - Runestone Pedestal
appliedenergistics2:facade:0, Cable Facade - Runestone Pedestal
appliedenergistics2:facade:0, Cable Facade - Runestone Pedestal
appliedenergistics2:facade:0, Cable Facade - Runestone Pedestal
appliedenergistics2:facade:0, Cable Facade - Runestone Pedestal
appliedenergistics2:facade:0, Cable Facade - Runestone Pedestal
appliedenergistics2:facade:0, Cable Facade - Dark Ore
appliedenergistics2:facade:0, Cable Facade - Dark Block
appliedenergistics2:facade:0, Cable Facade - Lightning Bomb
appliedenergistics2:facade:0, Cable Facade - Bloody Cobblestone
appliedenergistics2:facade:0, Cable Facade - Nether Monster Egg
appliedenergistics2:facade:0, Cable Facade - Nether Monster Egg
appliedenergistics2:facade:0, Cable Facade - Nether Monster Egg
appliedenergistics2:facade:0, Cable Facade - Hardened Blood
appliedenergistics2:facade:0, Cable Facade - Obscured Glass
appliedenergistics2:facade:0, Cable Facade - Undead Leaves
appliedenergistics2:facade:0, Cable Facade - Undead Log
appliedenergistics2:facade:0, Cable Facade - Undead Plank
appliedenergistics2:facade:0, Cable Facade - Dark Brick
appliedenergistics2:facade:0, Cable Facade - Dark Blood Brick
appliedenergistics2:facade:0, Cable Facade - Dark Power Gem Block
appliedenergistics2:facade:0, Cable Facade - Block of Blood-Waxed Coal
appliedenergistics2:facade:0, Cable Facade - Logic Programmer
appliedenergistics2:facade:0, Cable Facade - Menril Wood
appliedenergistics2:facade:0, Cable Facade - Enriched Menril Wood
appliedenergistics2:facade:0, Cable Facade - Menril Leaves
appliedenergistics2:facade:0, Cable Facade - Menril Wood Planks
appliedenergistics2:facade:0, Cable Facade - Block of Crystalized Menril
appliedenergistics2:facade:0, Cable Facade - Crystalized Menril Brick
appliedenergistics2:facade:0, Cable Facade - Block of Crystalized Chorus
appliedenergistics2:facade:0, Cable Facade - Crystalized Chorus Brick
appliedenergistics2:facade:0, Cable Facade - §eBlock of Inferium Essence
appliedenergistics2:facade:0, Cable Facade - §aBlock of Prudentium Essence
appliedenergistics2:facade:0, Cable Facade - §6Block of Intermedium Essence
appliedenergistics2:facade:0, Cable Facade - §bBlock of Superium Essence
appliedenergistics2:facade:0, Cable Facade - §cBlock of Supremium Essence
appliedenergistics2:facade:0, Cable Facade - Block of Prosperity
appliedenergistics2:facade:0, Cable Facade - Block of Base Essence
appliedenergistics2:facade:0, Cable Facade - §eBlock of Inferium
appliedenergistics2:facade:0, Cable Facade - §aBlock of Prudentium
appliedenergistics2:facade:0, Cable Facade - §6Block of Intermedium
appliedenergistics2:facade:0, Cable Facade - §bBlock of Superium
appliedenergistics2:facade:0, Cable Facade - §cBlock of Supremium
appliedenergistics2:facade:0, Cable Facade - §dBlock of Soulium
appliedenergistics2:facade:0, Cable Facade - §eBlock of Inferium Coal
appliedenergistics2:facade:0, Cable Facade - §aBlock of Prudentium Coal
appliedenergistics2:facade:0, Cable Facade - §6Block of Intermedium Coal
appliedenergistics2:facade:0, Cable Facade - §bBlock of Superium Coal
appliedenergistics2:facade:0, Cable Facade - §cBlock of Supremium Coal
appliedenergistics2:facade:0, Cable Facade - Soulstone
appliedenergistics2:facade:0, Cable Facade - Cobbled Soulstone
appliedenergistics2:facade:0, Cable Facade - Polished Soulstone
appliedenergistics2:facade:0, Cable Facade - Soulstone Bricks
appliedenergistics2:facade:0, Cable Facade - Cracked Soulstone Bricks
appliedenergistics2:facade:0, Cable Facade - Chiseled Soulstone
appliedenergistics2:facade:0, Cable Facade - Soulstone Slab Block
appliedenergistics2:facade:0, Cable Facade - Prosperity Ore
appliedenergistics2:facade:0, Cable Facade - Nether Prosperity Ore
appliedenergistics2:facade:0, Cable Facade - End Prosperity Ore
appliedenergistics2:facade:0, Cable Facade - §eInferium Ore
appliedenergistics2:facade:0, Cable Facade - §eNether Inferium Ore
appliedenergistics2:facade:0, Cable Facade - §eEnd Inferium Ore
appliedenergistics2:facade:0, Cable Facade - §eGrowth Accelerator
appliedenergistics2:facade:0, Cable Facade - Mystical Machine Frame
appliedenergistics2:facade:0, Cable Facade - Glowstone Lamp
appliedenergistics2:facade:0, Cable Facade - Witherproof Block
appliedenergistics2:facade:0, Cable Facade - §5Block of Insanium Essence
appliedenergistics2:facade:0, Cable Facade - §5Block of Insanium
appliedenergistics2:facade:0, Cable Facade - §5Block of Insanium Coal
appliedenergistics2:facade:0, Cable Facade - Nether Star Crux
appliedenergistics2:facade:0, Cable Facade - Dragon Egg Crux
appliedenergistics2:facade:0, Cable Facade - Oak Trim
appliedenergistics2:facade:0, Cable Facade - Spruce Trim
appliedenergistics2:facade:0, Cable Facade - Birch Trim
appliedenergistics2:facade:0, Cable Facade - Jungle Trim
appliedenergistics2:facade:0, Cable Facade - Acacia Trim
appliedenergistics2:facade:0, Cable Facade - Dark Oak Trim
appliedenergistics2:facade:0, Cable Facade - Black Quartz Block
appliedenergistics2:facade:0, Cable Facade - Rock Crystal Ore
appliedenergistics2:facade:0, Cable Facade - Starmetal Ore
appliedenergistics2:facade:0, Cable Facade - Aquamarine Shale
appliedenergistics2:facade:0, Cable Facade - Marble
appliedenergistics2:facade:0, Cable Facade - Marble Bricks
appliedenergistics2:facade:0, Cable Facade - Marble Pillar
appliedenergistics2:facade:0, Cable Facade - Marble Arch
appliedenergistics2:facade:0, Cable Facade - Chiseled Marble
appliedenergistics2:facade:0, Cable Facade - Engraved Marble
appliedenergistics2:facade:0, Cable Facade - Runed Marble
appliedenergistics2:facade:0, Cable Facade - Sooty Marble
appliedenergistics2:facade:0, Cable Facade - Sooty Marble Bricks
appliedenergistics2:facade:0, Cable Facade - Sooty Marble Pillar
appliedenergistics2:facade:0, Cable Facade - Sooty Marble Arch
appliedenergistics2:facade:0, Cable Facade - Chiseled Sooty Marble
appliedenergistics2:facade:0, Cable Facade - Engraved Sooty Marble
appliedenergistics2:facade:0, Cable Facade - Runed Sooty Marble
appliedenergistics2:facade:0, Cable Facade - Infused Wood
appliedenergistics2:facade:0, Cable Facade - Infused Wood Planks
appliedenergistics2:facade:0, Cable Facade - Infused Wood Column
appliedenergistics2:facade:0, Cable Facade - Infused Wood Arch
appliedenergistics2:facade:0, Cable Facade - Engraved Infused Wood
appliedenergistics2:facade:0, Cable Facade - Enriched Infused Wood
appliedenergistics2:facade:0, Cable Facade - Vibrant Infused Wood
appliedenergistics2:facade:0, Cable Facade - Neromantic Prime
appliedenergistics2:facade:0, Cable Facade - Fysallidic Prime
appliedenergistics2:facade:0, Cable Facade - Nether Redstone Ore
appliedenergistics2:facade:0, Cable Facade - Nether Iron Ore
appliedenergistics2:facade:0, Cable Facade - Nether Gold Ore
appliedenergistics2:facade:0, Cable Facade - Nether Coal Ore
appliedenergistics2:facade:0, Cable Facade - Nether Lapis Ore
appliedenergistics2:facade:0, Cable Facade - Nether Emerald Ore
appliedenergistics2:facade:0, Cable Facade - Nether Diamond Ore
appliedenergistics2:facade:0, Cable Facade - End Redstone Ore
appliedenergistics2:facade:0, Cable Facade - End Coal Ore
appliedenergistics2:facade:0, Cable Facade - End Lapis Ore
appliedenergistics2:facade:0, Cable Facade - End Emerald Ore
appliedenergistics2:facade:0, Cable Facade - End Diamond Ore
appliedenergistics2:facade:0, Cable Facade - End Gold Ore
appliedenergistics2:facade:0, Cable Facade - End Iron Ore
appliedenergistics2:facade:0, Cable Facade - Dry Peat Bog
appliedenergistics2:facade:0, Cable Facade - Saturated Peat Deposit
appliedenergistics2:facade:0, Cable Facade - Soundproofing
appliedenergistics2:facade:0, Cable Facade - Shearing Block
appliedenergistics2:facade:0, Cable Facade - Copper Block
appliedenergistics2:facade:0, Cable Facade - Lead Block
appliedenergistics2:facade:0, Cable Facade - Silver Block
appliedenergistics2:facade:0, Cable Facade - Dawnstone Block
appliedenergistics2:facade:0, Cable Facade - Copper Ore
appliedenergistics2:facade:0, Cable Facade - Lead Ore
appliedenergistics2:facade:0, Cable Facade - Silver Ore
appliedenergistics2:facade:0, Cable Facade - Caminite Bricks
appliedenergistics2:facade:0, Cable Facade - Ashen Stone
appliedenergistics2:facade:0, Cable Facade - Ashen Brick
